         232641244 function calls (232621006 primitive calls) in 406.605 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 appdirs.py:407(AppDirs)
        3    0.000    0.000    0.000    0.000 core.py:689(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:385(Deprecated)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:263(Comment)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        3    0.000    0.000    0.000    0.000 mock.py:293(__getattr__)
        1    0.000    0.000    0.000    0.000 sslproto.py:403(SSLProtocol)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1757(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 process.py:572(ProcessPoolExecutor)
        1    0.000    0.000    0.000    0.000 __init__.py:12(<listcomp>)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:23(BarrierSubproblem)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4199(invweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6302(t_gen)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 functools.py:852(<lambda>)
        1    0.000    0.000    0.000    0.000 decorators.py:243(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:75(TimeRespectingGraphMatcher)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(AxisConcatenator)
        2    0.000    0.000    0.000    0.000 core.py:6535(__setattr__)
        1    0.000    0.000    0.000    0.000 reduction.py:251(AbstractReducer)
        7    0.000    0.000    0.000    0.000 _search.py:348(_estimator_has)
        1    0.000    0.000    0.000    0.000 __init__.py:499(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        3    0.000    0.000    0.000    0.000 __init__.py:526(_nonblank)
        1    0.000    0.000    0.000    0.000 core.py:1625(__getitem__)
        1    0.000    0.000    0.000    0.000 core.py:4522(AtLineStart)
        1    0.000    0.000    0.000    0.000 headerregistry.py:465(ContentTypeHeader)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:224(QuotedString)
        1    0.000    0.000    0.000    0.000 base_events.py:205(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3634(invgamma_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:362(geom_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4371(__init__)
        1    0.000    0.000    0.000    0.000 confusion_matrix.py:12(ConfusionMatrixDisplay)
        1    0.000    0.000    0.000    0.000 _split.py:54(BaseCrossValidator)
        5    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 contextlib.py:317(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:351(notify)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 __init__.py:261(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:440(_setdef)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(CalledProcessError)
        1    0.000    0.000    0.000    0.000 core.py:3121(view)
        1    0.000    0.000    0.000    0.000 core.py:2222(_PendingSkip)
        1    0.000    0.000    0.000    0.000 core.py:3929(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:869(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:737(Context)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:870(Terminal)
        1    0.000    0.000    0.000    0.000 events.py:162(AbstractServer)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:508(TemporaryResourcesManager)
        1    0.000    0.000    0.000    0.000 _ode.py:1040(zvode)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2270(genpareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8780(gennorm_gen)
       12    0.000    0.000    0.000    0.000 threadpoolctl.py:99(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 heaps.py:13(MinHeap)
        1    0.000    0.000    0.000    0.000 filters.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _internal.py:835(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:1276(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 __init__.py:3086(parse_requirements)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 selector_events.py:613(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 compressor.py:544(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1199(chi_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7524(trapezoid_gen)
        1    0.000    0.000    0.000    0.000 _qmc.py:885(LatinHypercube)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2459(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3842(multivariate_t_gen)
        1    0.000    0.000    0.000    0.000 _least_angle.py:1472(LarsCV)
        1    0.000    0.000    0.000    0.000 _factor_analysis.py:35(FactorAnalysis)
        3    0.000    0.000    0.000    0.000 typing.py:170(_type_repr)
        1    0.000    0.000    0.000    0.000 reportviews.py:283(NodeDataView)
        1    0.000    0.000    0.000    0.000 nonisomorphic_trees.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 configparser.py:522(LegacyInterpolation)
        6    0.000    0.000    0.000    0.000 core.py:3942(<genexpr>)
       10    0.000    0.000    0.000    0.000 __init__.py:295(_wrap_deprecated_method)
        1    0.000    0.000    0.000    0.000 __init__.py:480(PackagePath)
        1    0.000    0.000    0.000    0.000 process.py:256(_ExecutorManagerThread)
        1    0.000    0.000    0.000    0.000 _ode.py:1240(lsoda)
        1    0.000    0.000    0.000    0.000 lsoda.py:7(LSODA)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1082(fisk_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3805(geninvgauss_gen)
        4    0.000    0.000    0.000    0.000 _docscrape.py:447(_str_extended_summary)
        2    0.000    0.000    0.000    0.000 version.py:92(__lt__)
        1    0.000    0.000    0.000    0.000 _base.py:529(LinearRegression)
        8    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
        6    0.000    0.000    0.000    0.000 typing.py:992(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:1196(<genexpr>)
        1    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        1    0.000    0.000    0.000    0.000 threading.py:95(_RLock)
        1    0.000    0.000    0.000    0.000 gexf.py:681(GEXFReader)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1778(C14NWriterTarget)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:16(_PCGSolver)
        1    0.000    0.000    0.000    0.000 tempfile.py:229(_get_candidate_names)
        2    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
        1    0.000    0.000    0.000    0.000 extras.py:1465(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 __init__.py:687(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:2162(NullHandler)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 specifiers.py:722(contains)
        1    0.000    0.000    0.000    0.000 unicode.py:243(Katakana)
        1    0.000    0.000    0.000    0.000 core.py:2526(CloseMatch)
        1    0.000    0.000    0.000    0.000 _compat.py:14(install)
        1    0.000    0.000    0.000    0.000 argparse.py:1128(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:111(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1005(burr12_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1382(dgamma_gen)
        1    0.000    0.000    0.000    0.000 _interpolate.py:2742(_ppform)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:985(randint_gen)
        4    0.000    0.000    0.000    0.000 _docscrape.py:376(<listcomp>)
        1    0.000    0.000    0.000    0.000 _morestats.py:2164(__init__)
        1    0.000    0.000    0.000    0.000 _qmc.py:1465(MultivariateNormalQMC)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3906(__init__)
        1    0.000    0.000    0.000    0.000 _encoders.py:1117(OrdinalEncoder)
        1    0.000    0.000    0.000    0.000 _base.py:19(_BasePCA)
        1    0.000    0.000    0.000    0.000 _least_angle.py:1758(LassoLarsCV)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 contextlib.py:408(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:295(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:2236(_create)
        1    0.000    0.000    0.000    0.000 getlimits.py:363(finfo)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:1969(SGDOneClassSVM)
        1    0.000    0.000    0.000    0.000 __init__.py:300(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:4555(FollowedBy)
        1    0.000    0.000    0.000    0.000 more.py:3399(callback_iter)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:455(Mailbox)
        1    0.000    0.000    0.000    0.000 py34compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1651(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 events.py:609(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 streams.py:203(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1439(dweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3708(invgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5248(loggamma_gen)
        1    0.000    0.000    0.000    0.000 _rbf.py:55(Rbf)
        1    0.000    0.000    0.000    0.000 _multivariate.py:267(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 _bayes.py:432(ARDRegression)
        3    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        2    0.000    0.000    0.000    0.000 typing.py:2049(NewType)
        1    0.000    0.000    0.000    0.000 sre_parse.py:978(addgroup)
        1    0.000    0.000    0.000    0.000 coreviews.py:217(UnionMultiInner)
        1    0.000    0.000    0.000    0.000 attrmatrix.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numerictypes.py:282(issubclass_)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:1749(__init__)
        1    0.000    0.000    0.000    0.000 _ridge.py:1133(_RidgeClassifierMixin)
        2    0.000    0.000    0.000    0.000 __init__.py:407(SeparatedValues)
        2    0.000    0.000    0.000    0.000 _manylinux.py:130(_GLibCVersion)
        1    0.000    0.000    0.000    0.000 util.py:125(LRUMemo)
        6    0.000    0.000    0.000    0.000 core.py:3382(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:704(DistributionFinder)
        1    0.000    0.000    0.000    0.000 _compat.py:15(install)
        1    0.000    0.000    0.000    0.000 headerregistry.py:280(DateHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:324(AddressHeader)
        1    0.000    0.000    0.000    0.000 events.py:24(Handle)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:480(LokyBackend)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1187(ParamSpec)
        1    0.000    0.000    0.000    0.000 reusable_executor.py:93(_ReusablePoolExecutor)
       12    0.000    0.000    0.000    0.000 distance.py:1774(<lambda>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:275(<listcomp>)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:170(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 _ode.py:1199(dop853)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5505(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7633(triang_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:250(nbinom_gen)
        1    0.000    0.000    0.000    0.000 _morestats.py:2158(_ABW)
        1    0.000    0.000    0.000    0.000 roc_curve.py:10(RocCurveDisplay)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        7    0.000    0.000    0.000    0.000 types.py:132(_calculate_meta)
        1    0.000    0.000    0.000    0.000 graph.py:679(nodes)
        1    0.000    0.000    0.000    0.000 branchings.py:188(MultiDiGraph_EdgeKey)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:424(validate)
        1    0.000    0.000    0.000    0.000 configparser.py:1195(ConfigParser)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        9    0.000    0.000    0.000    0.000 core.py:1467(<genexpr>)
        1    0.000    0.000    0.000    0.000 depends.py:17(Require)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 _base.py:315(Future)
        1    0.000    0.000    0.000    0.000 windows_events.py:48(_OverlappedFuture)
