         232641244 function calls (232621006 primitive calls) in 406.605 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _internal.py:744(_fix_names)
        1    0.000    0.000    0.001    0.001 __init__.py:3145(parse)
        1    0.000    0.000    0.000    0.000 actions.py:7(OnlyOnce)
       15    0.000    0.000    0.000    0.000 mock.py:1898(<genexpr>)
        1    0.000    0.000    0.001    0.001 version.py:10(<module>)
       22    0.000    0.000    0.000    0.000 _codata.py:1566(_check_obsolete)
       16    0.000    0.000    0.000    0.000 _docscrape.py:47(reset)
        1    0.000    0.000    0.000    0.000 internet_as_graphs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1994(Chebyshev)
        1    0.000    0.000    0.000    0.000 _logistic.py:754(LogisticRegression)
        1    0.000    0.000    0.000    0.000 results.py:11(_ParseResultsWithOffset)
        6    0.000    0.000    0.000    0.000 monkey.py:51(<genexpr>)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:71(UnivariateSpline)
        1    0.000    0.000    0.000    0.000 stats.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:329(__init__)
        1    0.000    0.000    0.000    0.000 tree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:680(ElasticNet)
        1    0.000    0.000    0.000    0.000 loss.py:62(BaseLoss)
        1    0.000    0.000    0.000    0.000 core.py:4866(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 expand.py:449(LazyMappingProxy)
        1    0.000    0.000    0.000    0.000 _ode.py:595(complex_ode)
       22    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 graph.py:356(adj)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:105(__init__)
        1    0.000    0.000    0.000    0.000 link.py:86(BaseLink)
      3/1    0.000    0.000    0.003    0.003 core.py:5303(streamline)
        1    0.000    0.000    0.000    0.000 markers.py:275(Marker)
       15    0.000    0.000    0.000    0.000 _compat.py:51(find_spec)
        1    0.000    0.000    0.001    0.001 version.py:113(StrictVersion)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5153(logistic_gen)
        4    0.000    0.000    0.000    0.000 _axis_nan_policy.py:139(_axis_nan_policy_factory)
       24    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 _virtualenv.py:10(patch_dist)
        2    0.000    0.000    0.000    0.000 typing.py:785(__repr__)
       20    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:363(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 _csr.py:17(csr_matrix)
        1    0.000    0.000    0.000    0.000 __init__.py:1135(ResourceManager)
        1    0.000    0.000    0.000    0.000 core.py:3911(Or)
        1    0.000    0.000    0.000    0.000 __init__.py:254(DeprecatedList)
        1    0.000    0.000    0.000    0.000 mock.py:1243(_patch)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6484(pareto_gen)
        1    0.000    0.000    0.000    0.000 version.py:83(_BaseVersion)
        1    0.000    0.000    0.000    0.000 _base.py:359(LinearModel)
        7    0.000    0.000    0.000    0.000 dataclasses.py:1231(<lambda>)
        1    0.000    0.000    0.000    0.000 mst.py:28(EdgePartition)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:434(__exit__)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.000    0.000 mock.py:2380(_Call)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        3    0.000    0.000    0.000    0.000 blas.py:383(getter)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2360(invwishart_gen)
        2    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:425(__init__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 index_tricks.py:316(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1696(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 more.py:2874(run_length)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:158(ZipNumpyUnpickler)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        2    0.000    0.000    0.000    0.000 context.py:183(passes)
        1    0.000    0.000    0.044    0.044 __init__.py:68(do_override)
        4    0.000    0.000    0.000    0.000 enum.py:434(__iter__)
        1    0.000    0.000    0.000    0.000 gexf.py:179(GEXF)
        1    0.000    0.000    0.000    0.000 random.py:791(getrandbits)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        2    0.000    0.000    0.000    0.000 context.py:156(raises)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:2030(suppress_warnings)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 _ode.py:1112(dopri5)
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
        1    0.000    0.000    0.000    0.000 __init__.py:43(enabled)
        5    0.000    0.000    0.000    0.000 dataclasses.py:771(<listcomp>)
        7    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       18    0.000    0.000    0.000    0.000 _internal.py:787(_gcd)
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:76(BaseSGD)
        1    0.000    0.000    0.000    0.000 log.py:15(Log)
        1    0.000    0.000    0.000    0.000 config.py:22(PyPIRCCommand)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:5(<module>)
        4    0.000    0.000    0.000    0.000 _axis_nan_policy.py:322(<listcomp>)
        1    0.000    0.000    0.000    0.000 _tags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nmf.py:1773(MiniBatchNMF)
        2    0.000    0.000    0.000    0.000 _structures.py:6(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 adjacency.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:454(_TemporaryFileWrapper)
       31    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 unicode.py:75(nums)
        1    0.000    0.000    0.000    0.000 unicode.py:220(Japanese)
        8    0.000    0.000    0.000    0.000 core.py:2271(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 __init__.py:897(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 windows_events.py:96(_BaseWaitHandleFuture)
        1    0.000    0.000    0.000    0.000 special_matrices.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2883(multinomial_gen)
        2    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 union_find.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 dense.py:1(<module>)
        1    0.000    0.000    0.000    0.000 branchings.py:852(Partition)
        1    0.000    0.000    0.000    0.000 __init__.py:188(<dictcomp>)
       21    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 polyint.py:5(<module>)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1725(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:321(__exit__)
       13    0.000    0.000    0.000    0.000 inspect.py:91(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 boundary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:147(GraphMatcher)
        1    0.000    0.000    0.000    0.000 _globals.py:97(_CopyMode)
        1    0.000    0.000    0.000    0.000 platform.py:780(uname_result)
        2    0.000    0.000    0.000    0.000 subprocess.py:1060(_get_devnull)
        1    0.000    0.000    0.000    0.000 core.py:5044(__init__)
        1    0.000    0.000    0.000    0.000 _zeros_py.py:1041(TOMS748Solver)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8429(uniform_gen)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:786(LibController)
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 edgedfs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:217(__init_subclass__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(concatenate)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:17(numeric_type_aliases)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 core.py:5554(Suppress)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
       19    0.000    0.000    0.000    0.000 typing_extensions.py:138(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:25(OdeSolver)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3229(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 _qmc.py:608(QMCEngine)
        1    0.000    0.000    0.000    0.000 _multivariate.py:184(multi_rv_generic)
        3    0.000    0.000    0.000    0.000 os.py:771(getenv)
        1    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        4    0.000    0.000    0.000    0.000 decorators.py:1114(<genexpr>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 __init__.py:1265(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:518(__init__)
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:1345(BaseSGDRegressor)
        1    0.000    0.000    0.000    0.000 __init__.py:3127(__contains__)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 core.py:91(__compat__)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:364(Group)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:149(_ThreadpoolLimiter)
        1    0.000    0.000    0.000    0.000 interval_graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mapped_queue.py:9(_HeapElement)
        1    0.000    0.000    0.000    0.000 mincost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spectrum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 test.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:317(ZipInfo)
        1    0.000    0.000    0.000    0.000 core.py:695(add_condition)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:289(AddressList)
        1    0.000    0.000    0.000    0.000 sslproto.py:35(_SSLPipe)
        1    0.000    0.000    0.000    0.000 selector_events.py:757(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:5(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1951(<dictcomp>)
        1    0.000    0.000    0.000    0.000 report.py:6(ReportBase)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3323(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:351(__init__)
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 hierarchy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2305(any)
        7    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 configparser.py:1240(SectionProxy)
        1    0.000    0.000    0.000    0.000 headerregistry.py:16(Address)
        1    0.000    0.000    0.000    0.000 mock.py:2120(AsyncMockMixin)
        1    0.000    0.000    0.000    0.000 queues.py:35(Queue)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8667(wald_gen)
        1    0.000    0.000    0.000    0.000 _least_angle.py:847(Lars)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        1    0.000    0.000    0.000    0.000 threading.py:589(Barrier)
        1    0.000    0.000    0.000    0.000 unary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(result_type)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:516(HTMLRepr)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:1470(LinearModelCV)
        1    0.000    0.000    0.000    0.000 configparser.py:297(ParsingError)
        1    0.000    0.000    0.000    0.000 __init__.py:413(Deprecated)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:412(AngleAddr)
        1    0.000    0.000    0.000    0.000 proactor_events.py:619(BaseProactorEventLoop)
        1    0.000    0.000    0.000    0.000 initializers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _kdtree.py:189(KDTree)
        1    0.000    0.000    0.000    0.000 _constraints.py:18(NonlinearConstraint)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4258(multivariate_hypergeom_gen)
        6    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 cytoscape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graphmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:85(_infer_return_type)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 more.py:2734(seekable)
        1    0.000    0.000    0.000    0.000 testing.py:124(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 events.py:98(TimerHandle)
        1    0.000    0.000    0.000    0.000 _trustregion.py:28(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5676(kappa4_gen)
        1    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 8:1(argmap_empty_graph_5)
       14    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 _meta.py:33(SimplePath)
        2    0.000    0.000    0.000    0.000 os.py:1084(__init__)
        1    0.000    0.000    0.000    0.000 classic.py:404(empty_graph)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:144(TimeRespectingDiGraphMatcher)
        1    0.000    0.000    0.000    0.000 records.py:223(record)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(linspace)
        1    0.000    0.000    0.000    0.000 configparser.py:376(BasicInterpolation)
        1    0.000    0.000    0.000    0.000 core.py:5373(Combine)
        2    0.000    0.000    0.000    0.000 results.py:473(_asStringList)
        1    0.000    0.000    0.000    0.000 __init__.py:468(SelectableGroups)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 suite.py:328(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9272(rv_histogram)
        1    0.000    0.000    0.000    0.000 _arpack.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 gexf.py:269(GEXFWriter)
        2    0.000    0.000    0.000    0.000 datetime.py:823(__new__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(any)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
        1    0.000    0.000    0.000    0.000 _arrays.py:10(_sparray)
        1    0.000    0.000    0.000    0.000 timeit.py:83(Timer)
        1    0.000    0.000    0.044    0.044 override.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _logistic.py:1344(LogisticRegressionCV)
        1    0.000    0.000    0.000    0.000 __init__.py:1638(_register)
        1    0.000    0.000    0.000    0.000 __init__.py:3099(Requirement)
        1    0.000    0.000    0.000    0.000 doccer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _least_angle.py:1965(LassoLarsIC)
        1    0.000    0.000    0.000    0.000 coreviews.py:23(AtlasView)
        1    0.000    0.000    0.000    0.000 reportviews.py:116(NodeView)
        1    0.000    0.000    0.000    0.000 sudoku.py:1(<module>)
        1    0.000    0.000    0.000    0.000 planarity.py:218(ConflictPair)
        1    0.000    0.000    0.000    0.000 extras.py:1513(__init__)
        1    0.000    0.000    0.000    0.000 _sputils.py:220(isshape)
        1    0.000    0.000    0.000    0.000 __init__.py:1123(FileHandler)
        1    0.000    0.000    0.000    0.000 glm_distribution.py:182(TweedieDistribution)
        1    0.000    0.000    0.000    0.000 _classes.py:11(LinearSVC)
        1    0.000    0.000    0.000    0.000 _classes.py:1453(OneClassSVM)
        2    0.000    0.000    0.000    0.000 __init__.py:569(join_continuation)
        1    0.000    0.000    0.000    0.000 core.py:4591(PrecededBy)
        3    0.000    0.000    0.000    0.000 core.py:4753(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 expand.py:59(StaticModule)
        6    0.000    0.000    0.000    0.000 case.py:390(addTypeEqualityFunc)
       15    0.000    0.000    0.000    0.000 mock.py:1899(<genexpr>)
        1    0.000    0.000    0.000    0.000 popen_spawn_win32.py:22(_path_eq)
        1    0.000    0.000    0.000    0.000 connection.py:119(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2440(genextreme_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8116(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 det_curve.py:12(DetCurveDisplay)
        1    0.000    0.000    0.000    0.000 socket.py:661(SocketIO)
        1    0.000    0.000    0.000    0.000 memory.py:189(MemorizedResult)
        1    0.000    0.000    0.000    0.000 pydoc.py:1857(<listcomp>)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 core.py:4177(Each)
        1    0.000    0.000    0.000    0.000 _compat.py:28(disable_stdlib_finder)
        1    0.000    0.000    0.000    0.000 functools.py:392(pass_none)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _kdtree.py:81(Rectangle)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3647(rv_sample)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:886(burr_gen)
        1    0.000    0.000    0.000    0.000 _relative_risk.py:20(RelativeRiskResult)
        1    0.000    0.000    0.000    0.000 _qmc.py:1205(Sobol)
        1    0.000    0.000    0.000    0.000 _fastica.py:322(FastICA)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 pathlib.py:137(<setcomp>)
        2    0.000    0.000    0.000    0.000 graph.py:37(__set__)
        1    0.000    0.000    0.000    0.000 mapped_queue.py:82(MappedQueue)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:1794(LassoCV)
        1    0.000    0.000    0.000    0.000 glm_distribution.py:23(ExponentialDispersionModel)
        1    0.000    0.000    0.000    0.000 _classes.py:525(SVC)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 specifiers.py:621(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:144(Greek)
        1    0.000    0.000    0.000    0.000 _importlib.py:28(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:324(EntryPoints)
       10    0.000    0.000    0.000    0.000 __init__.py:323(_wrap_deprecated_method)
        9    0.000    0.000    0.000    0.000 _compat.py:37(matches)
        1    0.000    0.000    0.000    0.000 expand.py:411(EnsurePackagesDiscovered)
        1    0.000    0.000    0.000    0.000 base_events.py:273(Server)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        2    0.000    0.000    0.000    0.000 compressor.py:153(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8913(crystalball_gen)
        1    0.000    0.000    0.000    0.000 _polynomial.py:516(SplineTransformer)
        1    0.000    0.000    0.000    0.000 _pca.py:116(PCA)
        6    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        2    0.000    0.000    0.000    0.000 enum.py:774(__hash__)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 gml.py:276(Pattern)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 zipfile.py:1102(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 core.py:4714(NotAny)
        8    0.000    0.000    0.000    0.000 _compat.py:36(matches)
        1    0.000    0.000    0.000    0.000 __init__.py:929(PathDistribution)
        1    0.000    0.000    0.000    0.000 argparse.py:1617(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 _multivariate.py:920(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1295(dirichlet_gen)
        5    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
       15    0.000    0.000    0.000    0.000 typing.py:639(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:768(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 zipfile.py:2159(CompleteDirs)
        1    0.000    0.000    0.000    0.000 __init__.py:255(VersionConflict)
        1    0.000    0.000    0.000    0.000 requirements.py:87(Requirement)
        3    0.000    0.000    0.000    0.000 core.py:1615(__invert__)
        1    0.000    0.000    0.000    0.000 __init__.py:732(DistributionFinder)
        1    0.000    0.000    0.000    0.000 headerregistry.py:160(BaseHeader)
       10    0.000    0.000    0.000    0.000 case.py:1330(_deprecate)
        5    0.000    0.000    0.000    0.000 doccer.py:126(extend_notes_in_docstring)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:274(__init__)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:38(LagrangianHessian)
        2    0.000    0.000    0.000    0.000 _musllinux.py:71(_MuslVersion)
        1    0.000    0.000    0.000    0.000 threading.py:535(set)
        1    0.000    0.000    0.000    0.000 heaps.py:132(PairingHeap)
        1    0.000    0.000    0.000    0.000 relabel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mst.py:967(Partition)
        1    0.000    0.000    0.000    0.000 core.py:6237(mvoid)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 core.py:3243(CharsNotIn)
        1    0.000    0.000    0.000    0.000 helpers.py:700(OpAssoc)
        7    0.000    0.000    0.000    0.000 reduction.py:57(register)
        1    0.000    0.000    0.000    0.000 process_executor.py:487(_ExecutorManagerThread)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1148(cauchy_gen)
        1    0.000    0.000    0.000    0.000 _interpolate.py:735(_PPolyBase)
        1    0.000    0.000    0.000    0.000 _bayes.py:24(BayesianRidge)
       10    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        3    0.000    0.000    0.000    0.000 dataclasses.py:281(__set_name__)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 parse.py:359(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 nx_shp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hits_alg.py:1(<module>)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.000    0.000    0.000    0.000 sysconfig.py:198(joinuser)
        1    0.000    0.000    0.000    0.000 _ransac.py:54(RANSACRegressor)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        2    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.000    0.000 monkey.py:102(_patch_distribution_metadata)
        1    0.000    0.000    0.000    0.000 filelist.py:17(FileList)
        1    0.000    0.000    0.000    0.000 headerregistry.py:399(MIMEVersionHeader)
        1    0.000    0.000    0.000    0.000 process_executor.py:936(ProcessPoolExecutor)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:11(ScalarFunction)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1802(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2847(gengamma_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:25(binom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:430(hypergeom_gen)
        8    0.000    0.000    0.000    0.000 typing.py:1878(<listcomp>)
        1    0.000    0.000    0.000    0.000 random.py:778(SystemRandom)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        2    0.000    0.000    0.000    0.000 core.py:6636(__init__)
        6    0.000    0.000    0.000    0.000 core.py:3954(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:51(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:67(Reg)
        1    0.000    0.000    0.000    0.000 case.py:1352(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 subprocess.py:116(Process)
        1    0.000    0.000    0.000    0.000 proactor_events.py:593(_ProactorSocketTransport)
        1    0.000    0.000    0.000    0.000 windows_utils.py:81(PipeHandle)
        2    0.000    0.000    0.000    0.000 compressor.py:97(__init__)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1312(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:393(alpha_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:785(poisson_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:851(planck_gen)
        4    0.000    0.000    0.000    0.000 _docscrape.py:441(_str_summary)
        1    0.000    0.000    0.000    0.000 _multivariate.py:820(matrix_normal_gen)
       10    0.000    0.000    0.000    0.000 threadpoolctl.py:381(<genexpr>)
       18    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        5    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 threading.py:216(Condition)
        1    0.000    0.000    0.000    0.000 reportviews.py:1046(OutEdgeView)
        1    0.000    0.000    0.000    0.000 __init__.py:96(Command)
       10    0.000    0.000    0.000    0.000 __init__.py:54(exec_module)
